x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-962.6499E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-962.4999E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-962.3499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-962.1999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-962.0499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-961.8999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-961.7499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-961.5999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+27.8831618E-03
-961.4499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-961.2999E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-961.1499E-06,-8.6557753E-03,+2.5753789E-03,-180.3367108E-03,+29.5163276E-03
-960.9999E-06,-8.6557753E-03,-3.9572844E-03,-152.6985201E-03,+29.8932120E-03
-960.8499E-06,-8.6557753E-03,-5.4648221E-03,-180.3367108E-03,+28.1344181E-03
-960.6999E-06,-8.6557753E-03,+1.5703538E-03,-152.6985201E-03,+29.5163276E-03
-960.5499E-06,-15.6909511E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-960.3999E-06,-16.6959763E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-960.2499E-06,-10.1633130E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-960.0999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-959.9499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-959.7999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-959.6499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-959.4999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-959.3499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-959.1999E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-959.0499E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-958.8999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-958.7499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-958.5999E-06,-2.1231121E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-958.4499E-06,-7.6507502E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-958.2999E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.8932120E-03
