frequency,-17.7010014E-03_magnitude,-13.5050230E-03_magnitude,-147.6733945E-03_magnitude,+29.8932120E-03_magnitude
1055.0042200168543,75.45322291721733,50.809969234798885,157.74934911708561,11.561704355673315
1060.0042400169343,75.69160371870375,53.88700844718461,175.1005018653025,5.479996265912693
1065.004260017014,81.23755235297058,57.717099497524565,154.19184545957287,2.782844911452558
1070.004280017094,84.16560801326061,60.942517653725545,126.59733791620013,8.532329501542868
1075.0043000171738,81.94218365475099,62.07220584380053,140.57809832342883,8.996790063374341
1080.0043200172538,81.32551218353598,62.559310287495016,172.26096695978282,4.932663763088386
1085.0043400173336,86.29392950733069,64.62047858630814,177.4676844130737,3.441794634053216
1090.0043600174135,89.72797685741581,66.80114681798082,151.81216846523898,6.662387954714945
1095.0043800174933,84.70813410338576,65.34924541383366,128.8350718335987,6.631997081542791
1100.0044000175733,73.81879457589027,59.238906134470874,141.7069526631062,4.795217181246014
1105.004420017653,65.92635233235582,51.69914882481603,160.08343286220102,5.726046923578258
1110.004440017733,62.799828174244915,46.185550992485446,148.82010466967202,6.420070049996145
1115.0044600178128,55.85654782924073,40.79944678478802,108.23344081731645,4.120393718180896
1120.0044800178928,40.44026546759961,30.761649094709984,67.3059748219543,4.140743519900182
1125.0045000179728,24.563378131086743,14.754300799418328,53.08893325787167,7.870706696193963
1130.0045200180525,27.94943293810966,6.0690859064193905,35.17947180985505,8.22016672644578
1135.0045400181325,39.61095393659341,22.433381447288895,23.284020667997506,3.862958204308184
1140.0045600182123,45.32474738779514,32.99159432847736,83.05019630634493,3.3908173136322457
1145.0045800182922,46.084610833757345,35.471859648736086,129.95796903749425,9.050260323110578
1150.004600018372,45.61196455738753,31.50681543242145,134.66470415429703,9.939671722367954
1155.004620018452,43.82580893292785,25.188130963278393,94.98807146797691,5.1891841190199415
1160.0046400185317,39.93447681151819,21.445225286113867,57.865881676421445,2.982360140774215
1165.0046600186117,38.26781984604383,22.70637420368084,93.29384653862894,9.696995636261606
1170.0046800186915,43.038693421943876,26.594728989880384,120.85083104590376,11.357738844328301
1175.0047000187715,49.153055800335544,29.91997404597644,106.57202797226151,6.869521314303044
1180.0047200188512,50.599419025746826,31.254884987390767,82.38259858806842,2.6021596864824197
1185.0047400189312,48.25388640218671,31.504968728193905,107.24351859012201,9.634734692756963
1190.004760019011,48.141122862986045,33.18002831731813,139.05478827549564,12.1815763328174
1195.004780019091,52.18653764357788,36.91313326713481,134.15738523806712,8.359228855586194
1200.004800019171,55.181290744260316,40.15963594609922,104.27985323781341,2.4184367672444145
1205.0048200192507,54.14004013766587,40.82859625982109,106.8372737190357,8.634239447718626
1210.0048400193307,53.09526541574218,40.107515069955305,141.81837973135154,11.85989015733238
1215.0048600194104,57.509970219612,41.43069985382904,153.97286268608502,8.767582821061525
1220.0048800194904,64.72533985978531,45.722961149216964,130.1124105393276,1.985322056464047
1225.0049000195702,68.40961884693228,50.1620393081178,101.07866736804633,7.364488949270566
1230.0049200196502,67.841472513172,52.80477944126954,113.54978957869723,11.078730198681402
1235.00494001973,69.08632082312361,55.00143405575976,142.2562006388733,8.736492549554763
1240.00496001981,76.72774590716777,59.08041073551058,148.48466183458535,1.972064025061468
1245.0049800198897,86.24613574902392,64.61730692572995,129.0601580530202,5.853004700410611
1250.0050000199697,90.94995447467988,69.08940536160887,108.8262369648378,9.650903198447539
1255.0050200200494,89.89074372676177,71.48469516878669,123.25934042464404,7.814472066194973
1260.0050400201294,88.05798254532509,73.43255774445753,160.18906458540917,1.6249886543743688
1265.0050600202092,89.98234594925266,76.66750816894864,183.9257930150178,5.19648262274685
1270.0050800202891,93.42453902412545,80.17708328260407,179.0865536858543,8.70900293395399
1275.005100020369,93.29546145951322,81.44313844605023,158.47066769252126,7.0798679431549685
1280.0051200204489,89.013013123408,79.99713302257591,159.51909835764414,1.8156395525696445
1285.0051400205289,85.4007106784294,78.59293861645999,189.31690129211128,4.7866590833523945
1290.0051600206086,85.96237883124758,79.84407254795983,208.8917443693088,7.592741352775759
1295.0051800206886,86.45753455572384,81.58937169962508,194.42049268138896,5.740034898014662
